X,var,Estimate,Std..Error,t.value,Pr...t..,Dependent,Independent,AGM,Data,Type,BRAND,STRATEGIC.PILLAR,DEMOGRAPHIC,MARKETINGSEGMENT,CAMPAIGN,PROGRAM,PROGRAMCATEGORY,ACTIVITY,METRIC,spend_1Year,spend_3Year,fname,Dependent_Variable,Dependent_Demography,Dependent_Metric
21,NAT_DIG_XXX_XXX_XXX_DIG_N08_MOB_CDM_MSR_CLK,2.376112797,0.58119397,4.088330094,7.59E-05,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,NAT_DIG_XXX_XXX_XXX_DIG_N08_MOB_CDM_MSR_CLK_30_80_0,SOUTH AUSTRALIA - METRO,NAT,Digital Media,XXX,Unknown,UNKNOWN,DIGITAL,GG:XXXX - PREPAID - HANDSETS - DSK,MOBILITY,CONSUMER - DIGITAL MARKETING,MOBILE SEARCH,CLICKS,97113.64924,70215.22658,model_summary_SOUTH AUSTRALIA - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
22,NAT_RTL_OWN_XXX_XXX_RMC_G23_CPS_RIS_I3P_AUD,1.310453293,0.502803608,2.606292543,0.010229666,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,NAT_RTL_OWN_XXX_XXX_RMC_G23_CPS_RIS_I3P_AUD_10_80_0,SOUTH AUSTRALIA - METRO,NAT,Retail Marketing,XXXX,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,14/15 CHANNEL MARKETING PARTNER PLANOGRAMS,CONSUMER POS,Retail Channel Marketing,INSTORE - 3RD PARTY PARTNER PLANOGRAMS,SPEND,38438.8108,73100.40294,model_summary_SOUTH AUSTRALIA - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
23,NAT_TRA_MCN_XXX_XXX_RMC_P28_PRE_CMB_PTV_GRP,2.38639039,0.607536748,3.927977028,0.000138826,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,NAT_TRA_MCN_XXX_XXX_RMC_P28_PRE_CMB_PTV_GRP_10_80_3,SOUTH AUSTRALIA - METRO,NAT,Traditional Media,MCN,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,Q3 PRE PAID,PREPAID HANDHELD,CONSUMER - MOBILITY,TV-PAY TV,GRP/TARP,72160.41742,27952.35752,model_summary_SOUTH AUSTRALIA - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
24,NAT_TRA_MCN_XXX_XXX_RMC_Q97_PRE_CMB_PTV_AUD,1.580084716,0.568797987,2.777936547,0.00628726,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,NAT_TRA_MCN_XXX_XXX_RMC_Q97_PRE_CMB_PTV_AUD_80_30_0,SOUTH AUSTRALIA - METRO,NAT,Traditional Media,MCN,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,Q3 PREPAID BACK TO IT,PREPAID HANDHELD,CONSUMER - MOBILITY,TV-PAY TV,SPEND,53751.71828,82272.75798,model_summary_SOUTH AUSTRALIA - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
25,NAT_TRA_MCN_XXX_XXX_RMC_R00_PRE_CMB_PTV_AUD,2.649303773,0.650481925,4.072832266,8.06E-05,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,NAT_TRA_MCN_XXX_XXX_RMC_R00_PRE_CMB_PTV_AUD_30_80_0,SOUTH AUSTRALIA - METRO,NAT,Traditional Media,MCN,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,Q1 PREPAID,PREPAID HANDHELD,CONSUMER - MOBILITY,TV-PAY TV,SPEND,25810.50599,99928.73239,model_summary_SOUTH AUSTRALIA - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
26,NAT_TRA_MCN_XXX_XXX_RMC_R20_PRE_CMB_PTV_GRP,1.268261845,0.575685385,2.203046799,0.029367029,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,NAT_TRA_MCN_XXX_XXX_RMC_R20_PRE_CMB_PTV_GRP_70_30_0,SOUTH AUSTRALIA - METRO,NAT,Traditional Media,MCN,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,FY15 XMAS PRE PAID,PREPAID HANDHELD,CONSUMER - MOBILITY,TV-PAY TV,GRP/TARP,85642.65202,170519.6887,model_summary_SOUTH AUSTRALIA - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
27,NAT_TRA_XXX_XXX_XXX_RMC_MUL_PRE_CMB_ODR_AUD,0.759870219,0.508136249,1.495406439,0.137250786,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,NAT_TRA_XXX_XXX_XXX_RMC_MUL_PRE_CMB_ODR_AUD_80_30_3,SOUTH AUSTRALIA - METRO,NAT,Traditional Media,XXX,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,MULTIPLE,PREPAID HANDHELD,CONSUMER - MOBILITY,OUTDOOR,SPEND,55909.56065,126735.8427,model_summary_SOUTH AUSTRALIA - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
1,(Intercept),500.7082365,25.56853823,19.58298249,3.50E-42,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,(Intercept),SOUTH AUSTRALIA - REGIONAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9477.65308,61375.61452,model_summary_SOUTH AUSTRALIA - REGIONAL_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
2,(Intercept),22.90073966,3.395937558,6.743569123,3.13E-10,PFM_BHL_OWN_XXX_GNX_CON_NAT_XXX_CON_CMU_PCT,(Intercept),SOUTH AUSTRALIA - REGIONAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73648.84979,209771.431,model_summary_SOUTH AUSTRALIA - REGIONAL_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
3,CRL_CMP_O83_XXX_XXX_RMC_NAT_PRE_CMB_MGZ_AUD,-0.299272646,0.276494765,-1.082380875,0.280917921,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,CRL_CMP_O83_XXX_XXX_RMC_NAT_PRE_CMB_MGZ_AUD_80_30_3,SOUTH AUSTRALIA - REGIONAL,Control,Competitor Media,Aldi,Unknown,XXX,RETAIL MARKETING - Consumer,NATIONAL,Prepaid Handheld,Consumer - Mobility,Magazines,Spend,43023.11635,197918.3482,model_summary_SOUTH AUSTRALIA - REGIONAL_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
4,DUMMY_CRH_CON_ACT_230813_041225_STR_GNX_REG,-200.5026178,21.33567809,-9.397527324,1.31E-16,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,DUMMY_CRH_CON_ACT_230813_041225_STR_GNX_REG,SOUTH AUSTRALIA - REGIONAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10227.91198,229845.4787,model_summary_SOUTH AUSTRALIA - REGIONAL_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
5,DUMMY_CRH_CON_ACT_261214_261214_SET_GNX_REG,648.3835731,42.63101852,15.20919733,1.32E-31,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,DUMMY_CRH_CON_ACT_261214_261214_SET_GNX_REG,SOUTH AUSTRALIA - REGIONAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61472.42283,53625.03592,model_summary_SOUTH AUSTRALIA - REGIONAL_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
6,LOC_BTL_OWN_XXX_GNX_MES_101_PPD_CRM_EML_VOL,0.651104618,0.354243969,1.838011865,0.068150434,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,LOC_BTL_OWN_XXX_GNX_MES_101_PPD_CRM_EML_VOL_10_80_2,SOUTH AUSTRALIA - REGIONAL,LOC,BTL  ,XXXX,Unknown,GEN X,MARKETING ENABLEMENT,TC_ALL_PRODUCTS_ALWAYS_ON_DM,POSTPAID HANDHELD,CONSUMER CRM - MOBILITY,Email,VOLUME,32577.43656,298855.1384,model_summary_SOUTH AUSTRALIA - REGIONAL_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
7,NAT_DIG_XXX_XXX_XXX_DIG_MUL_MOB_CDM_MSR_CLK,1.588904406,0.369064899,4.30521681,3.09E-05,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,NAT_DIG_XXX_XXX_XXX_DIG_MUL_MOB_CDM_MSR_CLK_80_30_1,SOUTH AUSTRALIA - REGIONAL,NAT,Digital Media,XXX,Unknown,UNKNOWN,DIGITAL,MULTIPLE,MOBILITY,CONSUMER - DIGITAL MARKETING,MOBILE SEARCH,CLICKS,668.0167451,51133.58851,model_summary_SOUTH AUSTRALIA - REGIONAL_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
8,NAT_TRA_MCN_XXX_XXX_RMC_R00_PRE_CMB_PTV_AUD,1.250184549,0.318928216,3.919955917,0.000137265,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,NAT_TRA_MCN_XXX_XXX_RMC_R00_PRE_CMB_PTV_AUD_10_30_0,SOUTH AUSTRALIA - REGIONAL,NAT,Traditional Media,MCN,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,Q1 PREPAID,PREPAID HANDHELD,CONSUMER - MOBILITY,TV-PAY TV,SPEND,42711.48946,62975.54367,model_summary_SOUTH AUSTRALIA - REGIONAL_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
9,NAT_TRA_XXX_XXX_XXX_RMC_MUL_PRE_CMB_ODR_AUD,0.467426079,0.280203247,1.668167959,0.097486032,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,NAT_TRA_XXX_XXX_XXX_RMC_MUL_PRE_CMB_ODR_AUD_80_30_3,SOUTH AUSTRALIA - REGIONAL,NAT,Traditional Media,XXX,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,MULTIPLE,PREPAID HANDHELD,CONSUMER - MOBILITY,OUTDOOR,SPEND,52789.69547,19598.86487,model_summary_SOUTH AUSTRALIA - REGIONAL_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
10,NAT_TRA_XXX_XXX_XXX_RMC_MUL_PRE_CMB_ODR_AUD,0.386734086,0.148236627,2.608896962,0.01000295,PFM_BHL_OWN_XXX_GNX_CON_NAT_XXX_CON_CMU_PCT,NAT_TRA_XXX_XXX_XXX_RMC_MUL_PRE_CMB_ODR_AUD_80_30_3,SOUTH AUSTRALIA - REGIONAL,NAT,Traditional Media,XXX,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,MULTIPLE,PREPAID HANDHELD,CONSUMER - MOBILITY,OUTDOOR,SPEND,57888.72287,91264.36535,model_summary_SOUTH AUSTRALIA - REGIONAL_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
11,NAT_TRA_XXX_XXX_XXX_RMC_N94_PRE_CMB_MGZ_AUD,0.389339012,0.331051493,1.176067833,0.241535683,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,NAT_TRA_XXX_XXX_XXX_RMC_N94_PRE_CMB_MGZ_AUD_70_30_2,SOUTH AUSTRALIA - REGIONAL,NAT,Traditional Media,XXX,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,Q2 PREPAID,PREPAID HANDHELD,CONSUMER - MOBILITY,MAGAZINE,SPEND,57498.52723,131937.5246,model_summary_SOUTH AUSTRALIA - REGIONAL_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
12,PFM_BHL_OWN_XXX_GNX_CON_NAT_XXX_CON_CMU_PCT,0.178822837,0.147183841,1.214962429,0.226396773,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,PFM_BHL_OWN_XXX_GNX_CON_NAT_XXX_CON_CMU_PCT,SOUTH AUSTRALIA - REGIONAL,Performance,Brand Health,XXXX,Unknown,GEN X,CONSUMER,NATIONAL,XXX,CONSIDERATION,Cons Multiple / Unspecified,PERCENTAGE,95493.86201,45483.13813,model_summary_SOUTH AUSTRALIA - REGIONAL_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
1,(Intercept),2671.795332,114.3227521,23.37063518,6.23E-49,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,(Intercept),VICTORIA - METRO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3033.145431,52411.06892,model_summary_VICTORIA - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
2,(Intercept),10.17673436,2.676460808,3.802310249,0.000209031,PFM_BHL_OWN_XXX_GNX_CON_NAT_XXX_CON_CMU_PCT,(Intercept),VICTORIA - METRO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5355.844974,143504.5055,model_summary_VICTORIA - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
3,CRL_CMP_O94_XXX_XXX_RMC_NAT_PRE_CMB_ONL_AUD,-2.938801337,1.534262699,-1.915448599,0.057581833,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,CRL_CMP_O94_XXX_XXX_RMC_NAT_PRE_CMB_ONL_AUD_80_80_0,VICTORIA - METRO,Control,Competitor Media,TravelSIM,Unknown,XXX,RETAIL MARKETING - Consumer,NATIONAL,Prepaid Handheld,Consumer - Mobility,Online,Spend,93423.51169,263227.4256,model_summary_VICTORIA - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
4,CRL_NPS_XXX_XXX_XXX_CON_NAT_XXX_CMU_OPR_NPS,1.833015538,1.462985437,1.252928082,0.212430246,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,CRL_NPS_XXX_XXX_XXX_CON_NAT_XXX_CMU_OPR_NPS,VICTORIA - METRO,Control,Operational NPS,XXX,Unknown,XXX,CONSUMER,NATIONAL,XXX,CONS MULTIPLE/UNSPECIFIED,OPR,NPS,31562.83566,238771.7818,model_summary_VICTORIA - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
5,DUMMY_CRH_CON_ACT_110113_041215_TRD_GNX_REG,-14.54570279,1.323029922,-10.99423569,2.12E-20,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,DUMMY_CRH_CON_ACT_110113_041215_TRD_GNX_REG,VICTORIA - METRO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56322.02808,191229.9891,model_summary_VICTORIA - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
6,DUMMY_CRH_CON_ACT_261214_261214_SEA_GNX_REG,-595.2855515,453.997129,-1.311209947,0.192046089,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,DUMMY_CRH_CON_ACT_261214_261214_SEA_GNX_REG,VICTORIA - METRO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57406.64657,127036.901,model_summary_VICTORIA - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
7,DUMMY_CRH_CON_ACT_261214_261214_SET_GNX_REG,2197.552877,322.139614,6.821740579,2.88E-10,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,DUMMY_CRH_CON_ACT_261214_261214_SET_GNX_REG,VICTORIA - METRO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78215.31143,283528.6222,model_summary_VICTORIA - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
8,LOC_BTL_OWN_XXX_GNX_MES_101_PPD_CRM_EML_VOL,15.54072453,11.08319294,1.402188396,0.163188687,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,LOC_BTL_OWN_XXX_GNX_MES_101_PPD_CRM_EML_VOL_80_80_1,VICTORIA - METRO,LOC,BTL  ,XXXX,Unknown,GEN X,MARKETING ENABLEMENT,TC_ALL_PRODUCTS_ALWAYS_ON_DM,POSTPAID HANDHELD,CONSUMER CRM - MOBILITY,Email,VOLUME,44500.65994,267909.3809,model_summary_VICTORIA - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
9,LOC_RTL_OWN_XXX_XXX_RMC_G35_CLM_RIS_LLS_AUD,5.229271936,3.653900969,1.431147691,0.154733427,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,LOC_RTL_OWN_XXX_XXX_RMC_G35_CLM_RIS_LLS_AUD_10_80_2,VICTORIA - METRO,LOC,Retail Marketing,XXXX,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,FY15/16 MARKETING HUB TEMPLATES,CONSUMER LAM,Retail Channel Marketing,LAM LICENSEE SPEND ON HUB TEMPLATES,SPEND,27064.95532,138971.1355,model_summary_VICTORIA - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
10,LOC_TRA_TTL_XXX_XXX_BRD_P08_OTH_BDM_TVC_GRP,1.958103206,1.609189629,1.216825643,0.22582544,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,LOC_TRA_TTL_XXX_XXX_BRD_P08_OTH_BDM_TVC_GRP_80_30_0,VICTORIA - METRO,LOC,Traditional Media,Total,Unknown,UNKNOWN,BRAND,Q3 CUSTOMER SERVICE,OTHER,BRAND DEVELOPMENT,TV-FREE TO AIR,GRP/TARP,38542.24781,153902.3818,model_summary_VICTORIA - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
11,LOC_TRA_TTL_XXX_XXX_RMC_P28_PRE_CMB_RAD_IMP,3.243536932,2.848815623,1.138556285,0.256934952,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,LOC_TRA_TTL_XXX_XXX_RMC_P28_PRE_CMB_RAD_IMP_80_80_3,VICTORIA - METRO,LOC,Traditional Media,Total,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,Q3 PRE PAID,PREPAID HANDHELD,CONSUMER - MOBILITY,RADIO,IMPRESSIONS,24350.02014,273106.9224,model_summary_VICTORIA - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
12,LOC_TRA_TTL_XXX_XXX_RMC_P28_PRE_CMB_RAD_IMP,0.75018649,0.092156049,8.140393342,1.49E-13,PFM_BHL_OWN_XXX_GNX_CON_NAT_XXX_CON_CMU_PCT,LOC_TRA_TTL_XXX_XXX_RMC_P28_PRE_CMB_RAD_IMP_80_80_3,VICTORIA - METRO,LOC,Traditional Media,Total,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,Q3 PRE PAID,PREPAID HANDHELD,CONSUMER - MOBILITY,RADIO,IMPRESSIONS,6055.699689,218907.427,model_summary_VICTORIA - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
13,LOC_TRA_TTL_XXX_XXX_RMC_Q01_PRE_CMB_RAD_IMP,4.488818627,2.22537486,2.017106739,0.045697099,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,LOC_TRA_TTL_XXX_XXX_RMC_Q01_PRE_CMB_RAD_IMP_80_80_3,VICTORIA - METRO,LOC,Traditional Media,Total,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,F16 Q2 PREPAID DATA ROLLOVER,PREPAID HANDHELD,CONSUMER - MOBILITY,RADIO,IMPRESSIONS,47411.2679,182126.1438,model_summary_VICTORIA - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
14,LOC_TRA_TTL_XXX_XXX_RMC_Q01_PRE_CMB_RAD_IMP,0.736874253,0.10870592,6.778602817,2.69E-10,PFM_BHL_OWN_XXX_GNX_CON_NAT_XXX_CON_CMU_PCT,LOC_TRA_TTL_XXX_XXX_RMC_Q01_PRE_CMB_RAD_IMP_80_80_3,VICTORIA - METRO,LOC,Traditional Media,Total,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,F16 Q2 PREPAID DATA ROLLOVER,PREPAID HANDHELD,CONSUMER - MOBILITY,RADIO,IMPRESSIONS,99134.39831,13571.43008,model_summary_VICTORIA - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
15,LOC_TRA_XXX_XXX_XXX_RMC_MUL_PRE_CMB_ODR_AUD,3.141213966,1.66950846,1.881520244,0.062086874,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,LOC_TRA_XXX_XXX_XXX_RMC_MUL_PRE_CMB_ODR_AUD_80_30_3,VICTORIA - METRO,LOC,Traditional Media,XXX,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,MULTIPLE,PREPAID HANDHELD,CONSUMER - MOBILITY,OUTDOOR,SPEND,7004.721373,209950.4163,model_summary_VICTORIA - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
16,LOC_TRA_XXX_XXX_XXX_RMC_P28_PRE_CMB_ODR_AUD,9.571097074,2.599061811,3.682519989,0.000334747,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,LOC_TRA_XXX_XXX_XXX_RMC_P28_PRE_CMB_ODR_AUD_50_70_3,VICTORIA - METRO,LOC,Traditional Media,XXX,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,Q3 PRE PAID,PREPAID HANDHELD,CONSUMER - MOBILITY,OUTDOOR,SPEND,55607.05659,76486.1052,model_summary_VICTORIA - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
17,LOC_TRA_XXX_XXX_XXX_RMC_P85_PRE_CMB_PRS_RDR,5.391026859,3.042915211,1.771665158,0.078740249,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,LOC_TRA_XXX_XXX_XXX_RMC_P85_PRE_CMB_PRS_RDR_80_80_0,VICTORIA - METRO,LOC,Traditional Media,XXX,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,F15 Q4 PRE PAID SAMSUNG GS5,PREPAID HANDHELD,CONSUMER - MOBILITY,PRESS,READERSHIP,76558.0723,37170.65106,model_summary_VICTORIA - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
18,NAT_DIG_XXX_XXX_XXX_DIG_M27_ENG_CDM_MDS_CLK,3.090493212,2.248872312,1.374241301,0.171678133,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,NAT_DIG_XXX_XXX_XXX_DIG_M27_ENG_CDM_MDS_CLK_10_80_0,VICTORIA - METRO,NAT,Digital Media,XXX,Unknown,UNKNOWN,DIGITAL,FY15 AFL LIVE PASS,ENGAGEMENT,CONSUMER - DIGITAL MARKETING,MOBILE DISPLAY,CLICKS,47709.70041,18099.87412,model_summary_VICTORIA - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
19,NAT_TRA_MCN_XXX_XXX_RMC_R00_PRE_CMB_PTV_AUD,5.989442965,2.095976173,2.857591152,0.004956152,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,NAT_TRA_MCN_XXX_XXX_RMC_R00_PRE_CMB_PTV_AUD_10_80_1,VICTORIA - METRO,NAT,Traditional Media,MCN,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,Q1 PREPAID,PREPAID HANDHELD,CONSUMER - MOBILITY,TV-PAY TV,SPEND,82761.52398,47492.93263,model_summary_VICTORIA - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
20,NAT_TRA_XXX_XXX_XXX_RMC_N94_PRE_CMB_MGZ_AUD,6.402999103,1.894144871,3.380416779,0.000950351,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,NAT_TRA_XXX_XXX_XXX_RMC_N94_PRE_CMB_MGZ_AUD_60_30_3,VICTORIA - METRO,NAT,Traditional Media,XXX,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,Q2 PREPAID,PREPAID HANDHELD,CONSUMER - MOBILITY,MAGAZINE,SPEND,33101.44253,122661.2652,model_summary_VICTORIA - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
21,NAT_TRA_XXX_XXX_XXX_RMC_P69_PRE_CMB_ODR_AUD,0.743720193,0.11206347,6.636597947,5.68E-10,PFM_BHL_OWN_XXX_GNX_CON_NAT_XXX_CON_CMU_PCT,NAT_TRA_XXX_XXX_XXX_RMC_P69_PRE_CMB_ODR_AUD_60_30_2,VICTORIA - METRO,NAT,Traditional Media,XXX,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,FY15 CHRISTMAS,PREPAID HANDHELD,CONSUMER - MOBILITY,OUTDOOR,SPEND,34148.21787,201248.0056,model_summary_VICTORIA - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
